RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,IsOnlyHitEmAttack
18,EAR(5),CAPTURE_NET(-956543104),COLLIDER_CENTER(-799903744),0.0,0.0,0.0,NORMAL(0),60.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),1.0,['OWNER_CENTER(1461833728)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,発見咆哮冷気,FIND,発見咆哮,,0,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 25.0}",,,,,,,,,,,,,,,,,,,
19,SMASH(21),CAPTURE_NET(-956543104),OWNER_CENTER(1461833728),0.0,10.0,0.0,ALL_RANGE(1),60.0,L(1343184512),NONE(-94023312),ICE(4),0.0,90.0,FREEZE(2077525120),False,80.0,True,0.0,25.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,True,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,氷爆発ノヴァ,SMALL_ICE_NOVA,氷爆発ノヴァ,,20,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -4.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 6.0}",,,,,,,,,,,,,,,,,,,
20,SMASH(21),CAPTURE_NET(-956543104),COLLIDER_CENTER(-799903744),0.0,15.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),ICE(4),0.0,35.0,FREEZE(2077525120),False,80.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],0.5,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,体から噴射する冷気,FREEZING_GAS,噴射冷気,,21,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 5.0}",,,,,,,,,,,,,,,,,,,
21,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),45.0,AUTO(-1149658496),NONE(-94023312),ICE(4),0.0,48.0,FREEZE(2077525120),False,80.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,氷霧ブレス_横なぎ,FORZEN_BREATH_SIDE,氷霧ブレス_横なぎ,,3,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,,
22,SMASH(21),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,14.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),ICE(4),0.0,56.0,FREEZE(2077525120),False,80.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,['OWNER_CENTER(1461833728)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,柱状態氷ブレス_1回目,COLUMN_FROZEN_BREATH_1ST,柱状態氷ブレス_1回目,,22,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}",,,,,,,,,,,,,,,,,,,
23,SMASH(21),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,14.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),ICE(4),0.0,56.0,FREEZE(2077525120),False,80.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,['OWNER_CENTER(1461833728)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,柱状態氷ブレス_2回目,COLUMN_FROZEN_BREATH_2ND,柱状態氷ブレス_2回目,,23,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}",,,,,,,,,,,,,,,,,,,
24,NONE(55),NONE(1996289920),FRONT(0),0.0,0.0,0.0,UNABLE_GUARD(2),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,絶対零度空間_円柱_予兆,ABSOLUTE_ZERO_CYLINDER_ROCK_SIGN,絶対零度空間_円柱_予兆,,24,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}",,,,,,,,,,,,,,,,,,,
25,NONE(55),NONE(1996289920),FRONT(0),0.0,0.0,0.0,UNABLE_GUARD(2),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,絶対零度空間_横広_予兆,ABSOLUTE_ZERO_WIDE_RANGE_ROCK_SIGN,絶対零度空間_横広_予兆,,25,,0,,,,Capsule,"{'start': {'x': 1.0, 'y': 1.0, 'z': 0.0}, 'end': {'x': -1.0, 'y': 1.0, 'z': 0.0}, 'radius': 2.0}",,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,センサー：アイスノヴァ_スリップダメージ,SENSOR_ICENOVA_SLIPDAMAGE,センサー：大技スリップ,,12,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 70.0}",,,,,,,,,,,,EM162_ICE_NOVA(8),1.0,0.3,2.0,0.0,1.0,1.0,
27,SMASH(21),NONE(1996289920),OWNER_CENTER(1461833728),0.0,16.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),ICE(4),0.0,64.0,FREEZE(2077525120),False,80.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],3.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,True,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,罠敵利用ピンポイントブレス,TRAP_USE_FROZEN_BREATH,罠敵利用ピンポイントブレス,,26,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}",,,,,,,,,,,,,,,,,,,
28,SMASH(21),NONE(1996289920),OWNER_CENTER(1461833728),0.0,16.0,0.0,ALL_RANGE(1),50.0,AUTO(-1149658496),NONE(-94023312),ICE(4),0.0,64.0,FREEZE(2077525120),False,80.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],3.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,True,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,罠敵利用ピンポイントブレス着弾爆発,TRAP_USE_FROZEN_BREATH_EXPLOSION,罠敵利用ピンポイントブレス着弾爆発,,27,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}",,,,,,,,,,,,,,,,,,,
29,SMASH(21),CAPTURE_NET(-956543104),COLLIDER_CENTER(-799903744),0.0,14.0,0.0,NORMAL(0),45.0,AUTO(-1149658496),NONE(-94023312),ICE(4),0.0,56.0,FREEZE(2077525120),False,85.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,罠利用縦ブレス,TRAP_FORZEN_BREATH,罠敵利用氷霧ブレス,,1,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.5}",,,,,,,,,,,,,,,,,,,
30,SMASH(21),NONE(1996289920),FRONT(0),0.0,12.0,0.0,NORMAL(0),45.0,AUTO(-1149658496),NONE(-94023312),ICE(4),0.0,48.0,FREEZE(2077525120),False,80.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,['OWNER_CENTER(1461833728)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,,CONTINUOUS_FORZEN_BREATH,,,28,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREEZING_GAS_CHILD,,,29,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 8.0}",,,,,,,,,,,,EM162_FREEZE_FIELD(7),1.0,0.25,0.0,20.0,1.0,1.0,
32,SMASH(21),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,15.0,0.0,NORMAL(0),30.0,AUTO(-1149658496),NONE(-94023312),ICE(4),0.0,35.0,FREEZE(2077525120),False,80.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],0.3,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,,FREEZING_GAS_KING_VER,,,30,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 5.0}",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em0162_00_Shell_Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 3.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}",,,,,,,,,,,,,,,,,,,False
1,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,Capsule,"{'start': {'x': 1.0, 'y': 1.0, 'z': 0.0}, 'end': {'x': -1.0, 'y': 1.0, 'z': 0.0}, 'radius': 2.0}",,,,,,,,,,,,,,,,,,,False
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em0162_00_LostParts_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,剥ぎ取り,Hagitori,ActBtnParam,,1,,0,,root,root,Capsule,"{'start': {'x': 0.1, 'y': 0.0, 'z': 1.2}, 'end': {'x': -0.3, 'y': 0.0, 'z': -2.0}, 'radius': 0.85}",,,,,POS_ONLY(0),0.0,NULL,0.0,PARTS_01(2),0.0,0.0,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,センサーアタリ,SenserGet,,,0,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.0}",,,,,,,,,,,,,,,,,,,
